59.30441666,69.52262115,64.7862854,75.96983337,77.20796967,72.85968018,83.006073,75.40177917,69.17414093,63.3574791,82.74273682,58.3820076,64.31423187,64.73844147,78.01369476,75.74611664,85.36263275,60.38607407,64.44955444,61.84832764,88.23600006,76.40813446,75.27166748,49.55179596
13186.08105,13671.40625,13123.02637,13963.63477,13649.62695,13700.03809,13996.11621,13133.46191,13016.02832,13218.84375,13856.28711,12184.875,13568.90234,13500.47852,13204.36816,13099.81445,13177.62109,13652.10059,13217.09961,13119.57715,13783.19434,13582.37305,13414.84375,13381.97656
13006.10742,13701.36816,13625.07813,13667.09961,14583.18555,13484.97168,13736.16309,13561.18359,13408.79883,13097.34961,14643.73926,12496.98145,13452.2627,13173.17188,13105.19727,12953.37402,13860.02734,13524.07031,13451.84277,13469.05957,14713.35352,13965.86426,14525.13184,13237.16602
12966.24512,13647.22461,13445.93359,13511.67285,13998.75098,13284.59082,13723.81934,13688.125,13748.14648,13210.19434,14265.96777,13107.59668,13340.80273,13280.5791,13294.33398,13220.04199,13909.79004,13918.34473,13624.57031,13567.80957,14384.13477,13897.76758,13885.86426,13487.30371
12543.7373,13592.47656,13725.98145,13514.70605,13236.2959,13053.20313,13429.91992,14389.7832,13612.66602,12624.18457,13555.96973,13225.35254,13561.55566,13064.74219,13209.62891,13045.19531,13713.27051,13813.35254,13451.37988,13602.50098,14018.10449,13939.85254,13528.8125,13658.02734
13118.55371,12965.32715,13364.19531,13652.66016,14002.51465,13540.84277,13782.84766,13607.93164,12853.51953,13167.0625,14551.6582,12278.6377,12787.98633,12931.83398,12810.80078,12904.7959,13567.42578,12959.0752,12632.78711,13055.2627,14085.18555,13432.99023,13698.06152,12568.87891
12219.19629,12254.06445,12370.19434,12374.50391,12502.78418,12526.37598,12826.94727,13286.26465,12110.37109,12352.53809,13028.28027,12321.03125,11751.00977,12022.24609,12335.2373,12225.12207,12647.83301,12411.43555,12130.77051,12348.64648,12471.9043,12750.23535,12754.36816,12247.50977
12839.51953,13387.81641,13551.29492,13593.20898,13508.23438,13014.08105,13070.40332,13857.55078,12867.09473,12771.64844,14014.32422,12874.92871,13162.66895,12820.58301,13286.52441,13194.1377,13685.43555,13183.5293,12864.59082,13195.62891,13676.35938,13630.48242,13458.58496,12828.20605
11453.0918,11679.78809,11578.30176,11957.41406,11106.9082,11675.30566,11548.98242,11959.80078,10716.2207,11632.01465,11144.33203,11268.49121,11534.45313,11698.24609,11757.34961,11761.2334,11632.22266,11550.46777,11413.27148,11174.57227,10489.64453,11781.62988,10799.10059,11792.58203
12953.61914,13381.19531,13328.2373,13779.50293,13627.1377,13645.29688,13890.81836,13943.55176,13308.41309,13439.20996,13879.73438,12486.96191,13523.51367,13627.44531,13529.85059,13531.16211,13336.53516,13306.12695,13136.79492,13616.66699,13669.37109,13826.33203,13469.3457,13687.5752
